id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
1	AL627309.1_ENSG00000237683	0.0593366033388134	0.0675525066076949	0.0518183399703374	0.767082415923776	-0.382546504568694	0.0552215181752111	0.240236945581986
2	RP11-206L10.9_ENSG00000237491	0.00276752226390491	0.00382302944714372	0.00180164173547119	0.471260229715794	-1.08540415937065	0.482257360653679	1
3	LINC00115_ENSG00000225880	0.0205556789883709	0.0225172618010466	0.0187606607509205	0.833167945404822	-0.263320759463538	0.611384360522846	1
4	RP11-54O7.1_ENSG00000230699	0.00416272126410807	0.00482527660198856	0.00355642572199256	0.737040798972418	-0.440183612817986	0.334659442135651	0.866691896167214
5	RP11-54O7.3_ENSG00000223764	0.001827731631276	0.0014378784105309	0.00218448110758882	1.51923910366124	0.603348944573273	1	1
6	SAMD11_ENSG00000187634	0.0498174048245031	0.0526535774017899	0.0472220611724843	0.896844307693309	-0.157070540082146	0.172814295541432	0.567731972152484
7	NOC2L_ENSG00000188976	1.16518536540902	1.17547059456475	1.15577348955468	0.983243217566522	-0.0243797654271783	1	1
8	KLHL17_ENSG00000187961	0.0408646454384526	0.0437724286854201	0.038203771818878	0.872781633695436	-0.196307352134303	0.439396243964955	1
9	PLEKHN1_ENSG00000187583	0.0132722421514118	0.0150406103980486	0.01165403198321	0.77483770104982	-0.368033942450657	0.585057753020878	1
10	HES4_ENSG00000188290	0.0273405041056374	0.0322638193784133	0.0228352440440972	0.707766299341966	-0.498655026158593	0.07820160986149	0.316075571857195
11	ISG15_ENSG00000187608	0.667890948436421	0.654298820778662	0.68032892295056	1.03978320202522	0.0562827533972044	1	1
12	AGRN_ENSG00000188157	0.143764205357754	0.165937327859102	0.123473877050456	0.744099466006211	-0.426432611292642	0.000553861012820643	0.00426641464873381
13	C1orf159_ENSG00000131591	0.0316861343874499	0.033435892191119	0.0300849543870894	0.89978021866814	-0.152355444733104	0.545051298102041	1
14	SDF4_ENSG00000078808	0.742619777277301	0.785744264389643	0.703157134993153	0.894893118360027	-0.160212710633247	0.264469515577853	0.753537389681587
15	B3GALT6_ENSG00000176022	0.0572144031603402	0.0661845805492637	0.0490059136169798	0.740443064083526	-0.433539290260965	0.0749343916095068	0.305822459554004
16	FAM132A_ENSG00000184163	0.0140766884960284	0.0160283539171632	0.012290745531143	0.766812711689754	-0.383053841684426	1	1
17	UBE2J2_ENSG00000160087	0.910032931073647	0.905016933923179	0.914623003083815	1.01061424245289	0.0152324169222282	1	1
18	ACAP3_ENSG00000131584	0.0576807996660042	0.0649985196459023	0.0509844518311882	0.784394046340445	-0.350349509571111	0.156225011130915	0.528841809331681
19	PUSL1_ENSG00000169972	0.671346433734088	0.662096454627715	0.679810966092692	1.0267551824831	0.0380922292490812	1	1
20	CPSF3L_ENSG00000127054	0.618217665783974	0.593143273648401	0.641162907190808	1.0809578995089	0.112310334957382	6.47894865782581e-07	7.3774923581938e-06
21	GLTPD1_ENSG00000224051	0.0987345304340205	0.0995716650587772	0.0979684797177675	0.983899181156976	-0.0234176027950852	1	1
22	DVL1_ENSG00000107404	0.101393239820588	0.115238110995001	0.0887239830894254	0.769918756246134	-0.377221877839216	0.008085017765438	0.0476293531802187
23	MXRA8_ENSG00000162576	0.0330493580309724	0.0312076240198656	0.0347347042305347	1.11301982516913	0.154479290270579	0.297434085604611	0.808772597852072
24	AURKAIP1_ENSG00000175756	7.27936707687357	7.31755878930716	7.24441835082706	0.990004803434313	-0.014492569822336	1.92715964061496e-07	2.31505856526585e-06
25	CCNL2_ENSG00000221978	0.352702831607234	0.36367215225051	0.342664952767817	0.942235886490913	-0.0858398145939764	1	1
26	RP4-758J18.2_ENSG00000224870	0.197249764893638	0.201672161205901	0.193202889083732	0.958004753499307	-0.0618952804364877	1	1
27	MRPL20_ENSG00000242485	5.4920749601839	5.31639580158368	5.65283661224855	1.06328362733351	0.0885264822574815	6.01008474497739e-22	1.94875776293952e-20
28	RP4-758J18.13_ENSG00000272455	0.00514638040327199	0.00623762946654099	0.00414779295770972	0.664963024809141	-0.588653972931508	0.335043898671376	0.867301342547434
29	ANKRD65_ENSG00000235098	0.00441281896543773	0.0040667854937189	0.00472946957457329	1.16295034047847	0.217789493135238	1	1
